item,frequency,support_percent,total_utility,utility_percent,category,rank_by_frequency,rank_by_utility,rank_difference
GARLAND WITH HEARTS AND BELLS,99,0.5493590810720826,1721.52,0.019074544470788442,Others,1456,1065,391
KINGS CHOICE GIANT TUBE MATCHES,66,0.3662393873813884,1719.3000000000002,0.01904994673813059,Others,1879,1066,813
CITRONELLA CANDLE FLOWERPOT,153,0.8490094889295821,1719.04,0.019047065922594083,Others,972,1067,-95
RED PAPER PARASOL,79,0.4383774485322679,1716.51,0.019019033371411934,Others,1691,1068,623
CHOCOLATE BOX RIBBONS ,277,1.537095610676433,1704.22,0.018882859437013268,Others,459,1069,-610
HOME SWEET HOME HANGING HEART,220,1.2207979579379613,1701.35,0.018851059665514147,Others,639,1070,-431
SET 36 COLOURING PENCILS DOILY,140,0.7768714277787027,1698.42,0.018818595090429685,Others,1079,1071,8
SEWING BOX RETROSPOT DESIGN ,71,0.393984795516342,1690.84,0.01873460823748079,Others,1800,1072,728
T-LIGHT HOLDER SWEETHEART HANGING,138,0.7657732645247212,1688.22,0.01870557848092062,Others,1093,1073,20
APPLE BATH SPONGE,212,1.1764053049220353,1684.92,0.018669014283726512,Others,668,1074,-406
"FEATHER PEN,HOT PINK",224,1.242994284445924,1684.1,0.01865992863472676,Others,624,1075,-451
3 ROSE MORRIS BOXED CANDLES,153,0.8490094889295821,1681.0,0.018625580449483814,Others,972,1076,-104
CERAMIC STRAWBERRY DESIGN MUG,155,0.8601076521835637,1680.94,0.018624915645898465,Others,955,1077,-122
DRAWER KNOB CRACKLE GLAZE BLUE,119,0.6603407136118973,1680.38,0.018618710812435223,Others,1258,1078,180
AFGHAN SLIPPER SOCK PAIR,21,0.1165307141668054,1680.2,0.01861671640167918,Others,2775,1079,1696
RED SPOT PAPER GIFT BAG,118,0.6547916319849065,1666.81,0.018468354401549144,Others,1265,1080,185
SET 36 COLOUR PENCILS SPACEBOY ,167,0.9266966317074524,1662.74,0.018423258558343078,Others,882,1081,-199
LE GRAND TRAY CHIC SET,70,0.38843571388935133,1662.42,0.018419712939221226,Others,1818,1082,736
RETROSPOT PADDED SEAT CUSHION,66,0.3662393873813884,1661.58,0.01841040568902636,Others,1879,1083,796
WRAP 50'S  CHRISTMAS,128,0.7102824482548138,1661.46,0.018409076081855665,Others,1172,1084,88
LARGE POPCORN HOLDER ,81,0.4494756117862494,1659.81,0.01839079398325861,Others,1668,1085,583
PACK OF 12 RED RETROSPOT TISSUES ,254,1.409466733255646,1656.7099999999998,0.01835644579801566,Others,525,1086,-561
ROSE 3 WICK MORRIS BOX CANDLE,126,0.6991842850008324,1655.88,0.018347249348418356,Others,1194,1087,107
FOLKART ZINC HEART CHRISTMAS DEC,230,1.2762887742078686,1655.87,0.018347138547820798,Others,604,1088,-484
TOADSTOOL BEDSIDE LIGHT ,89,0.4938682648021752,1651.55,0.018299272689675784,Others,1583,1089,494
SILVER RECORD COVER FRAME,41,0.22751234670662004,1649.6399999999999,0.01827810977554222,Others,2276,1090,1186
HANGING MINI COLOURED BOTTLES,65,0.36069030575439764,1648.75,0.01826824852235957,Others,1893,1091,802
SET 8 CANDLES VINTAGE DOILY,97,0.538260917818101,1647.25,0.018251628432725885,Others,1484,1092,392
DAISY GARDEN MARKER,97,0.538260917818101,1646.07,0.01823855396221405,Others,1484,1093,391
WRAP CHRISTMAS VILLAGE,130,0.7213806115087953,1641.92,0.018192571714227522,Others,1155,1094,61
SUNSET CHECK HAMMOCK,61,0.3384939792464347,1641.52,0.018188139690325206,Others,1946,1095,851
TEA TIME TABLE CLOTH,29,0.16092336718273126,1641.45,0.0181873640861423,Others,2553,1096,1457
BIG DOUGHNUT FRIDGE MAGNETS,163,0.9045003051994895,1641.34,0.01818614527956916,Others,894,1097,-203
MULTICOLOUR SPRING FLOWER MUG,132,0.7324787747627768,1639.6999999999998,0.018167973981569663,Others,1136,1098,38
LED TEA LIGHTS,60,0.332944897619444,1638.91,0.018159220734362592,Others,1961,1099,862
CERAMIC CAKE BOWL + HANGING CAKES,114,0.6325953054769436,1627.49,0.018032686451951465,Others,1297,1100,197
HANGING HEART MIRROR DECORATION ,286,1.5870373453193496,1627.47,0.01803246485075635,Others,438,1101,-663
SET OF 12 T-LIGHTS VINTAGE DOILY,70,0.38843571388935133,1627.36,0.01803124604418321,Others,1818,1102,716
SKETCHBOOK MAGNETIC SHOPPING LIST,216,1.1986016314299983,1626.75,0.018024487207732177,Others,651,1103,-452
HOT STUFF HOT WATER BOTTLE,76,0.42173020365129565,1625.88,0.018014847555744642,Others,1732,1104,628
PARTY CONES CANDY ASSORTED,57,0.3162976527384718,1625.33,0.018008753522878958,Others,2020,1105,915
MINIATURE ANTIQUE ROSE HOOK IVORY,228,1.2651906109538873,1618.64,0.01793462792311272,Others,609,1106,-497
PETIT TRAY CHIC,143,0.7935186726596748,1615.79,0.017903049752808715,Others,1048,1107,-59
WALL MIRROR RECTANGLE DIAMANTE PINK,87,0.4827701015481938,1614.4,0.017887648469748166,Others,1606,1108,498
LAUREL HEART ANTIQUE SILVER,97,0.538260917818101,1613.82,0.017881222035089808,Others,1484,1109,375
WRAP I LOVE LONDON ,95,0.5271627545641197,1611.92,0.017860169921553804,Others,1510,1110,400
CARD MOTORBIKE SANTA,248,1.3761722434937018,1606.08,0.017795462372579986,Others,544,1111,-567
CHRISTMAS GINGHAM TREE,181,1.0043837744853228,1598.09,0.01770693269513122,Others,814,1112,-298
ANGEL DECORATION 3 BUTTONS ,160,0.8878530603185173,1598.03,0.017706267891545877,Others,916,1113,-197
PINK HANGING HEART T-LIGHT HOLDER,71,0.393984795516342,1590.41,0.01762183783620675,Others,1800,1114,686
DOILEY STORAGE TIN,94,0.5216136729371289,1589.82,0.017615300600950835,Others,1523,1115,408
CHARLIE + LOLA BISCUITS TINS,116,0.643693468730925,1587.6699999999998,0.017591478472475885,Others,1279,1116,163
VINTAGE UNION JACK PENNANT,99,0.5493590810720826,1586.75,0.01758128481750056,Others,1456,1117,339
GLASS  SONGBIRD STORAGE JAR,59,0.32739581599245327,1586.74,0.017581174016903,Others,1981,1118,863
LADS ONLY TISSUE BOX,141,0.7824205094056933,1580.41,0.017511037238648847,Others,1070,1119,-49
DAIRY MAID STRIPE MUG,78,0.4328283669052772,1578.89,0.017494195547820047,Others,1705,1120,585
BLUE COAT RACK PARIS FASHION,128,0.7102824482548138,1578.56,0.017490539128100634,Others,1172,1121,51
DINOSAURS  WRITING SET ,278,1.5426446923034238,1578.49,0.01748976352391773,Others,457,1122,-665
HEART DECORATION RUSTIC HANGING ,333,1.847844181787914,1574.2,0.01744223006756539,Others,344,1123,-779
STRAWBERRY BATH SPONGE ,215,1.1930525498030076,1569.18,0.01738660816759132,Others,655,1124,-469
FRENCH BLUE METAL DOOR SIGN 1,198,1.0987181621441653,1568.39,0.017377854920384246,Others,742,1125,-383
POMPOM CURTAIN,75,0.416181122024305,1559.25,0.01727658317421632,Others,1745,1126,619
DOG BOWL VINTAGE CREAM,113,0.6270462238499528,1558.1299999999999,0.017264173507289836,Others,1309,1127,182
3 WHITE CHOC MORRIS BOXED CANDLES,116,0.643693468730925,1557.57,0.01725796867382659,Others,1279,1128,151
GEORGIAN TRINKET BOX,53,0.29410132623050883,1556.5,0.017246113009887896,Others,2073,1129,944
MAKE YOUR OWN MONSOON CARD KIT,148,0.8212640807946284,1555.5100000000002,0.017235143750729667,Others,1000,1130,-130
WHEELBARROW FOR CHILDREN ,74,0.4106320403973142,1554.51,0.017224063690973873,Others,1759,1131,628
LAVENDER SCENTED FABRIC HEART,122,0.6769879584928694,1553.08,0.017208219205523092,Others,1238,1132,106
REGENCY TEA SPOON,65,0.36069030575439764,1551.98,0.017196031139791724,Others,1893,1133,760
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",90,0.499417346429166,1551.47,0.017190380309316272,Others,1569,1134,435
CAKE STAND LOVEBIRD 2 TIER WHITE,75,0.416181122024305,1550.45,0.017179078648365365,Others,1745,1135,610
FAIRY CAKE DESIGN UMBRELLA,118,0.6547916319849065,1547.42,0.01714550606730532,Others,1265,1136,129
HANGING  BUTTERFLY T-LIGHT HOLDER,70,0.38843571388935133,1546.48,0.017135090811134877,Others,1818,1137,681
TEA TIME TEAPOT IN GIFT BOX,99,0.5493590810720826,1545.8,0.017127556370500938,Others,1456,1138,318
SKULL DESIGN TV DINNER TRAY,134,0.7435769380167583,1545.52,0.01712445395376932,Others,1115,1139,-24
36 FOIL STAR CAKE CASES ,114,0.6325953054769436,1543.95,0.017107058259952727,Others,1297,1140,157
HEN HOUSE DECORATION,126,0.6991842850008324,1542.6200000000001,0.017092321780477527,Others,1194,1141,53
POTTING SHED ROSE CANDLE,25,0.13872704067476832,1541.1100000000001,0.01707559089024628,Others,2664,1142,1522
FUNKY WASHING UP GLOVES ASSORTED,179,0.9932856112313413,1539.74,0.01706041120838085,Others,821,1143,-322
S/4 PINK FLOWER CANDLES IN BOWL,177,0.9821874479773597,1537.4,0.0170344838685523,Others,835,1144,-309
TOADSTOOL MONEY BOX,148,0.8212640807946284,1535.8600000000001,0.017017420576528382,Others,1000,1145,-145
CERAMIC CAKE DESIGN SPOTTED MUG,159,0.8823039786915265,1533.44,0.01699060683191937,Others,922,1146,-224
REGENCY MIRROR WITH SHUTTERS,7,0.03884357138893513,1530.0,0.016952491426359448,Others,3346,1147,2199
STOP FOR TEA WALL ART,38,0.21086510182564783,1527.65,0.016926453285933344,Others,2341,1148,1193
ROCOCO WALL MIRROR WHITE,43,0.2386105099606015,1527.24,0.016921910461433466,Others,2234,1149,1085
6 RIBBONS EMPIRE  ,216,1.1986016314299983,1524.33,0.016889667487544117,Others,651,1150,-499
IVORY REFECTORY CLOCK,77,0.42727928527828646,1523.9399999999998,0.016885346264239355,Others,1719,1151,568
MONSTERS STENCIL CRAFT,201,1.1153654070251373,1523.3,0.016878255025995652,Others,728,1152,-424
VICTORIAN SEWING KIT,126,0.6991842850008324,1521.83,0.016861967338154638,Others,1194,1153,41
BULL DOG BOTTLE TOP WALL CLOCK,78,0.4328283669052772,1520.57,0.016848006462862344,Others,1705,1154,551
CAT BOWL VINTAGE CREAM,109,0.6048498973419899,1519.46,0.016835707596533418,Others,1348,1155,193
RETROSPOT SMALL TUBE MATCHES,138,0.7657732645247212,1514.0,0.016775210470266803,Others,1093,1156,-63
POLYESTER FILLER PAD 45x45cm,133,0.7380278563897674,1509.7,0.0167275662133169,Others,1125,1157,-32
PACK OF 20 SKULL PAPER NAPKINS,290,1.6092336718273128,1507.24,0.016700309266317655,Others,428,1158,-730
ANT WHITE WIRE HEART SPIRAL,103,0.5715554075800455,1499.88,0.01661876002651504,Others,1407,1159,248
SET OF 4 ENGLISH ROSE COASTERS,267,1.4816047944065258,1498.55,0.016604023547039836,Others,485,1160,-675
JINGLE BELL HEART ANTIQUE GOLD,96,0.5327118361911104,1495.3600000000001,0.016568678156418867,Others,1499,1161,338
SWEETHEART WIRE FRUIT BOWL,84,0.4661228566672216,1494.18,0.016555603685907035,Others,1631,1162,469
LOVE LARGE WOOD LETTERS ,68,0.37733755063536983,1493.21,0.016544856027943918,Others,1852,1163,689
SET 12 COLOURING PENCILS DOILY,178,0.9877365296043504,1492.45,0.016536435182529518,Others,829,1164,-335
GREEN POLKADOT BOWL,172,0.954442039842406,1489.98,0.016509067434932714,Others,856,1165,-309
DISCO BALL CHRISTMAS DECORATION,209,1.1597580600410633,1487.0,0.016476048856860458,Others,684,1166,-482
WRAP DOILEY DESIGN,133,0.7380278563897674,1486.76,0.016473389642519067,Others,1125,1167,-42
STAR WREATH DECORATION WITH BELL,132,0.7324787747627768,1482.65,0.016427850596922772,Others,1136,1168,-32
CHRISTMAS METAL POSTCARD WITH BELLS,99,0.5493590810720826,1482.26,0.01642352937361801,Others,1456,1169,287
SMALL HEART FLOWERS HOOK ,168,0.9322457133344432,1480.1,0.016399596444545503,Others,874,1170,-296
CARRIAGE,30,0.166472448809722,1475.0,0.01634308813979097,Others,2528,1171,1357
FAUX FUR CHOCOLATE THROW,48,0.2663559180955552,1474.74,0.016340207324254466,Others,2145,1172,973
TV DINNER TRAY VINTAGE PAISLEY,103,0.5715554075800455,1472.29,0.016313061177852778,Others,1407,1173,234
SET OF 12  VINTAGE POSTCARD SET,128,0.7102824482548138,1471.74,0.016306967144987094,Others,1172,1174,-2
BLUE POLKADOT GARDEN PARASOL,80,0.44392653015925865,1469.74,0.016284807025475512,Others,1680,1175,505
CAKE PLATE LOVEBIRD PINK,63,0.3495921425004162,1467.01,0.016254558462342205,Others,1920,1176,744
WHITE TALL PORCELAIN T-LIGHT HOLDER,63,0.3495921425004162,1466.06,0.016244032405574205,Others,1920,1177,743
SKULLS WRITING SET ,251,1.392819488374674,1464.33,0.016224863902196685,Others,536,1178,-642
FOLKART STAR CHRISTMAS DECORATIONS,121,0.6714388768658787,1459.52,0.016171568814771334,Others,1247,1179,68
PEACE WOODEN BLOCK LETTERS,97,0.538260917818101,1455.92,0.016131680599650488,Others,1484,1180,304
WHITE BROCANTE SOAP DISH,105,0.582653570834027,1455.9,0.016131458998455375,Others,1384,1181,203
IVORY WICKER HEART SMALL,128,0.7102824482548138,1455.84,0.016130794194870023,Others,1172,1182,-10
WOOD STAMP SET THANK YOU,270,1.498252039287498,1454.94,0.016120822141089813,Others,477,1183,-706
SAVOY ART DECO CLOCK,53,0.29410132623050883,1453.58,0.01610575325982194,Others,2073,1184,889
MULTICOLOUR HONEYCOMB PAPER GARLAND,71,0.393984795516342,1451.94,0.016087581961822445,Others,1800,1185,615
LIPSTICK PEN RED,251,1.392819488374674,1449.36,0.0160589954076525,Others,536,1186,-650
BLUE REFECTORY CLOCK ,69,0.3828866322623606,1449.11,0.016056225392713556,Others,1837,1187,650
SILVER STARS TABLE DECORATION,193,1.0709727540092115,1440.0700000000002,0.01595606165252121,Others,761,1188,-427
OVEN MITT APPLES DESIGN,182,1.0099328561123133,1437.15,0.0159237078780343,Others,809,1189,-380
WRAP SUKI AND FRIENDS,114,0.6325953054769436,1435.5,0.015905425779437245,Others,1297,1190,107
WRAP RED APPLES ,124,0.6880861217468509,1434.26,0.015891686505340067,Others,1217,1191,26
POPPY'S PLAYHOUSE BATHROOM,195,1.0820709172631928,1432.55,0.015872739603157663,Others,753,1192,-439
CARD I LOVE LONDON ,212,1.1764053049220353,1432.32,0.01587019118941383,Others,668,1193,-525
CARDHOLDER GINGHAM CHRISTMAS TREE,82,0.4550246934132401,1431.41,0.015860108335036066,Others,1654,1194,460
DAIRY MAID TRADITIONAL TEAPOT ,106,0.5882026524610177,1430.57,0.0158508010848412,Others,1372,1195,177
SET OF 16 VINTAGE RED CUTLERY,51,0.2830031629765274,1430.35,0.015848363471694927,Others,2103,1196,907
EUCALYPTUS & PINECONE  WREATH,74,0.4106320403973142,1426.96,0.015810802069122797,Others,1759,1197,562
12 IVORY ROSE PEG PLACE SETTINGS,144,0.7990677542866655,1426.85,0.01580958326254966,Others,1038,1198,-160
CHARLIE LOLA BLUE HOT WATER BOTTLE ,140,0.7768714277787027,1424.45,0.015782991119135763,Others,1079,1199,-120
VINTAGE SEASIDE JIGSAW PUZZLES,140,0.7768714277787027,1423.33,0.015770581452209276,Others,1079,1200,-121
CHOCOLATE CALCULATOR,183,1.015481937739304,1422.15,0.015757506981697447,Others,806,1201,-395
CAST IRON HOOK GARDEN FORK,23,0.12762887742078685,1421.83,0.01575396136257559,Others,2721,1202,1519
PINK OWL SOFT TOY,142,0.787969591032684,1421.7300000000002,0.015752853356600014,Others,1059,1203,-144
4 VANILLA BOTANICAL CANDLES,160,0.8878530603185173,1421.4,0.015749196936880604,Others,916,1204,-288
CHILDRENS TOY COOKING UTENSIL SET,151,0.8379113256756008,1417.49,0.01570587390323546,Others,985,1205,-220
FILIGREE HEART DAISY WHITE,92,0.5105155096831474,1416.67,0.015696788254235712,Others,1541,1206,335
BROCANTE SHELF WITH HOOKS,69,0.3828866322623606,1415.62,0.01568515419149213,Others,1837,1207,630
RED ENCHANTED FOREST PLACEMAT,107,0.5937517340880084,1415.28,0.015681386971175163,Others,1362,1208,154
12 PENCILS TALL TUBE WOODLAND,217,1.204150713056989,1409.07,0.015612579800091704,Others,648,1209,-561
SMALL DECO JEWELLERY STAND,69,0.3828866322623606,1408.96,0.015611360993518567,Others,1837,1210,627
KNICKERBOCKERGLORY MAGNET ASSORTED ,106,0.5882026524610177,1407.97,0.015600391734360336,Others,1372,1211,161
SNOWFLAKE PORTABLE TABLE LIGHT ,121,0.6714388768658787,1407.2,0.015591860088348376,Others,1247,1212,35
HEART CALCULATOR,118,0.6547916319849065,1405.59,0.015574021192141553,Others,1265,1213,52
CREAM FELT EASTER EGG BASKET,104,0.5771044892070363,1403.93,0.015555628292946943,Others,1394,1214,180
SET OF 16 VINTAGE SKY BLUE CUTLERY,57,0.3162976527384718,1400.6200000000001,0.015518953295155275,Others,2020,1215,805
PINK  HEART SHAPE LOVE BUCKET ,114,0.6325953054769436,1400.52,0.015517845289179696,Others,1297,1216,81
HEART T-LIGHT HOLDER WILLIE WINKIE,98,0.5438099994450918,1398.25,0.015492693553534052,Others,1470,1217,253
PLAYING CARDS I LOVE LONDON ,106,0.5882026524610177,1392.04,0.015423886382450592,Others,1372,1218,154
BICYCLE SAFTEY WALL ART,37,0.2053160201986571,1385.14,0.015347433970135639,Others,2365,1219,1146
HOME SMALL WOOD LETTERS,123,0.6825370401198602,1384.14,0.01533635391037985,Others,1228,1220,8
SET OF 4 DIAMOND NAPKIN RINGS,37,0.2053160201986571,1381.04,0.015302005725136897,Others,2365,1221,1144
PARTY CHARMS 50 PIECES,125,0.6936352033738417,1380.95,0.015301008519758876,Others,1205,1222,-17
FAIRY TALE COTTAGE NIGHT LIGHT,100,0.5549081626990733,1379.79,0.01528815565044216,Others,1442,1223,219
SET 12 COLOUR PENCILS LOVE LONDON,158,0.8767548970645358,1377.28,0.015260344700455125,Others,931,1224,-293
FRENCH BLUE METAL DOOR SIGN 2,187,1.037678264247267,1376.57,0.015252477858028515,Others,791,1225,-434
TOY TIDY DOLLY GIRL DESIGN,157,0.8712058154375452,1376.25,0.01524893223890666,Others,941,1226,-285
POLKADOT COFFEE CUP & SAUCER PINK,104,0.5771044892070363,1375.25,0.015237852179150871,Others,1394,1227,167
PACK OF 12 SKULL TISSUES,212,1.1764053049220353,1374.1299999999999,0.015225442512224383,Others,668,1228,-560
CARD CHRISTMAS VILLAGE,226,1.2540924476999056,1373.28,0.015216024461431964,Others,615,1229,-614
WICKER WREATH LARGE,143,0.7935186726596748,1372.6,0.015208490020798025,Others,1048,1230,-182
CHRISTMAS RETROSPOT STAR WOOD,181,1.0043837744853228,1372.3799999999999,0.01520605240765175,Others,814,1231,-417
LARGE WHITE HONEYCOMB PAPER BELL  ,94,0.5216136729371289,1370.7,0.015187437907262024,Others,1523,1232,291
BROWN CHECK CAT DOORSTOP ,134,0.7435769380167583,1370.11,0.015180900672006108,Others,1115,1233,-118
OCEAN SCENT CANDLE IN JEWELLED BOX,75,0.416181122024305,1367.16,0.015148214495726526,Others,1745,1234,511
MOUSE TOY WITH PINK T-SHIRT,157,0.8712058154375452,1366.18,0.01513735603716585,Others,941,1235,-294
EMPIRE GIFT WRAP,103,0.5715554075800455,1363.0,0.015102121447142436,Others,1407,1236,171
CABIN BAG VINTAGE PAISLEY,27,0.1498252039287498,1361.37,0.015084060949740498,Others,2603,1237,1366
HANGING HEN ON NEST DECORATION,111,0.6159480605959714,1361.07,0.01508073693181376,Others,1331,1238,93
RED GINGHAM TEDDY BEAR ,147,0.8157149991676377,1360.5400000000002,0.015074864500143193,Others,1008,1239,-231
PACK OF 6 SWEETIE GIFT BOXES,91,0.5049664280561567,1360.1000000000001,0.015069989273850646,Others,1553,1240,313
FRYING PAN PINK POLKADOT,123,0.6825370401198602,1358.48,0.015052039577046265,Others,1228,1241,-13
GLITTER HEART GARLAND WITH BELLS ,89,0.4938682648021752,1357.22,0.015038078701753969,Others,1583,1242,341
SET OF 4 ROSE BOTANICAL CANDLES,160,0.8878530603185173,1354.49,0.01500783013862066,Others,916,1243,-327
BAG 500g SWIRLY MARBLES,135,0.749126019643749,1353.81,0.015000295697986723,Others,1108,1244,-136
CLASSIC FRENCH STYLE BASKET GREEN ,72,0.39953387714333277,1353.52,0.014997082480657542,Others,1785,1245,540
MEDINA STAMPED METAL STOOL,20,0.11098163253981466,1351.64,0.014976251968316657,Others,2804,1246,1558
PINK PAPER PARASOL ,96,0.5327118361911104,1350.5200000000002,0.014963842301390175,Others,1499,1247,252
36 PENCILS TUBE WOODLAND,144,0.7990677542866655,1350.46,0.014963177497804825,Others,1038,1248,-210
DANISH ROSE PHOTO FRAME,91,0.5049664280561567,1350.06,0.014958745473902507,Others,1553,1249,304
"AIRLINE LOUNGE,METAL SIGN",288,1.598135508573331,1349.27,0.014949992226695434,Others,433,1250,-817
SET OF 9 BLACK SKULL BALLOONS,179,0.9932856112313413,1346.39,0.014918081654598757,Others,821,1251,-430
VINTAGE BILLBOARD DRINK ME MUG,174,0.9655402030963876,1340.28,0.014850382489490877,Others,847,1252,-405
PACK OF 12 VINTAGE CHRISTMAS TISSUE,153,0.8490094889295821,1338.5,0.01483065998312557,Others,972,1253,-281
TOOL BOX SOFT TOY ,88,0.48831918317518447,1335.04,0.014792322976370535,Others,1594,1254,340
WALL ART VINTAGE HEART,32,0.17757061206370345,1334.49,0.01478622894350485,Others,2473,1255,1218
3D CHRISTMAS STAMPS STICKERS ,138,0.7657732645247212,1331.76,0.014755980380371542,Others,1093,1256,-163
HANGING FAIRY CAKE DECORATION,69,0.3828866322623606,1329.02,0.014725621016640676,Others,1837,1257,580
LIPSTICK PEN FUSCHIA,209,1.1597580600410633,1322.32,0.014651384616276878,Others,684,1258,-574
ZINC BOX SIGN HOME,60,0.332944897619444,1319.05,0.014615152820875445,Others,1961,1259,702
SKULLS  WATER TRANSFER TATTOOS ,154,0.8545585705565729,1318.83,0.014612715207729169,Others,964,1260,-296
MAGIC DRAWING SLATE PURDEY,147,0.8157149991676377,1317.71,0.014600305540802687,Others,1008,1261,-253
SET/4 SPRING FLOWER DECORATION,125,0.6936352033738417,1317.68,0.014599973139010014,Others,1205,1262,-57
ENGLISH ROSE NOTEBOOK A7 SIZE,327,1.8145496920259696,1315.12,0.014571608186035189,Others,358,1263,-905
AIRLINE BAG VINTAGE JET SET BROWN,151,0.8379113256756008,1314.99,0.014570167778266935,Others,985,1264,-279
